Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote
254005,PARKWOOD BEHAVIORAL HEALTH SYSTEM,8135 GOODMAN ROAD,OLIVE BRANCH,MS,38654,DeSoto,(662) 895-4900,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
254007,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,3531 EAST LAKELAND DRIVE,FLOWOOD,MS,39232,Rankin,(601) 936-2024,Psychiatric,Proprietary,Yes,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
254008,SOUTH MISSISSIPPI STATE HOSPITAL,823 HIGHWAY 589,PURVIS,MS,39475,Lamar,(601) 794-0100,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
254009,NORTH MISSISSIPPI STATE HOSPITAL,1937 BRIAR RIDGE RD,TUPELO,MS,38804,Lee,(662) 690-4200,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
254010,MS STATE HOSPITAL-WHITFIELD,3550 HIGHWAY 468 WEST / PO BOX 157-A,WHITFIELD,MS,39193,Rankin,(601) 351-8000,Psychiatric,Government - Local,Yes,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
254011,GULFPORT BEHAVIORAL HEALTH  SYSTEM,11150 US HIGHWAY 49 NORTH,GULFPORT,MS,39503,Harrison,(228) 831-1700,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
254012,OCEANS BEHAVIORAL HOSPITAL- BILOXI,"180 DEBUYS ROAD, BUILDING C",BILOXI,MS,39531,Harrison,(228) 388-0600,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
26002F,General Leonard Wood ACH (FT Leonard Wood),126 Missouri Avenue,Fort Leonard Wood,MO,65473,Pulaski,(573) 596-0035,Acute Care - Department of Defense,Department of Defense,Yes,,,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,22.0,Not Available,Not Available,22.0
260064,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,620 E MONROE,MEXICO,MO,65265,Audrain,(573) 582-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,4,0,3,1,,8,2,0,2,0,,11,10,0,10,0,,8,8,,14,7,
260209,FULTON MEDICAL CENTER LLC,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251,Callaway,(573) 642-3376,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5.0,14,3,
264004,CENTER FOR BEHAVIORAL MEDICINE,600 EAST 5TH STREET,FULTON,MO,65251,Callaway,(573) 592-4100,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,1010 WEST COLUMBIA STREET,FARMINGTON,MO,63640,Saint Francois,(573) 218-6792,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264007,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,3505 FREDERICK AVENUE,SAINT JOSEPH,MO,64502,Buchanan,(816) 387-2300,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264008,CENTER FOR BEHAVIORAL MEDICINE,1000 E 24TH STREET,KANSAS CITY,MO,64108,Jackson,(816) 512-7000,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264010,ST LOUIS FORENSIC TREATMENT CENTER,5400 ARSENAL ST,SAINT LOUIS,MO,63139,Saint Louis City,(314) 644-8000,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264012,CENTERPOINTE HOSPITAL,4801 WELDON SPRING PARKWAY,SAINT CHARLES,MO,63304,Saint Charles,(636) 441-7300,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264020,ROYAL OAKS HOSPITAL,307 N MAIN,WINDSOR,MO,65360,Henry,(660) 647-2182,Psychiatric,Voluntary non-profit - Private,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264024,LAKELAND BEHAVIORAL HEALTH SYSTEM,440 S MARKET,SPRINGFIELD,MO,65806,Greene,(417) 865-5581,Psychiatric,Proprietary,Yes,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264025,METROPOLITAN ST LOUIS PSYCHIATRIC CTR,5351 DELMAR BOULEVARD,SAINT LOUIS,MO,63112,Saint Louis City,(314) 877-0500,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264030,SIGNATURE PSYCHIATRIC HOSPITAL,2900 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,Clay,(816) 691-5101,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264031,OSAGE BEACH CENTER FOR COGNITIVE DISORDERS,840 PASSOVER ROAD,OSAGE BEACH,MO,65065,Camden,(573) 302-0319,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264032,CENTERPOINTE HOSPITAL OF COLUMBIA,1201 INTERNATIONAL DRIVE,COLUMBIA,MO,65202,Boone,(855) 623-7016,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
264033,PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,2828 N NATIONAL,SPRINGFIELD,MO,65803,Greene,(417) 837-4000,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,"760 HOSPITAL CIRCLE, POST OFFICE BOX 760",BROWNING,MT,59417,Glacier,(406) 338-6157,Acute Care Hospitals,Government - Federal,Yes,,,16.0,7,2,0,2,0,,8,1,0,1,0,,11,3,0,3,0,,8,Not Available,5.0,14,2,
270087,THE HEALTHCENTER,320 SUNNYVIEW LANE,KALISPELL,MT,59901,Flathead,(406) 756-4720,Acute Care Hospitals,Proprietary,No,Y,,16.0,7,1,0,1,0,,8,2,0,2,0,,11,5,0,5,0,,8,8,,14,5,
271315,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,"456 GROS VENTRE AVE, RR 1",HARLEM,MT,59526,Blaine,(406) 353-3100,Critical Access Hospitals,Government - Federal,Yes,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9",CROW AGENCY,MT,59022,Big Horn,(406) 638-2626,Critical Access Hospitals,Government - Federal,Yes,,,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,14,Not Available,5.0
274004,SHODAIR CHILDREN'S HOSPITAL,2755 COLONIAL DR,HELENA,MT,59601,Lewis and Clark,(406) 444-7500,Psychiatric,Voluntary non-profit - Private,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
274086,MONTANA STATE HOSPITAL,100 GARNET WAY,WARM SPRINGS,MT,59756,Deer Lodge,(406) 693-7000,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
281321,MERCYONE OAKLAND MEDICAL CENTER,601 EAST SECOND ST,OAKLAND,NE,68045,Burt,(402) 685-5601,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,14,3,
284003,LINCOLN REGIONAL CENTER,801 W PROSPECTOR,LINCOLN,NE,68522,Lancaster,(402) 471-4444,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
284009,DOUGLAS COUNTY HEALTH CENTER,4102 WOOLWORTH AVE,OMAHA,NE,68105,Douglas,(402) 444-7676,Psychiatric,Government - Local,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
29001F,99th Medical Group (Nellis AFB),99 MDG 4700 Las Vegas Blvd,Nellis AFB,NV,89191,Clark,(702) 653-2273,Acute Care - Department of Defense,Department of Defense,Yes,,,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,Not Available,Not Available,Not Available,22.0,Not Available,Not Available,22.0,Not Available,Not Available,22.0
294000,DINI-TOWNSEND HOSPITAL AT NNMH,480 GALLETTI WAY,SPARKS,NV,89431,Washoe,(775) 688-2001,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,6161 W CHARLESTON BLVD,LAS VEGAS,NV,89146,Clark,(702) 486-6000,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294003,BHC WEST HILLS HOSPITAL,1240 E NINTH ST,RENO,NV,89512,Washoe,(775) 323-0478,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294009,MONTEVISTA HOSPITAL,5900 WEST ROCHELLE AVENUE,LAS VEGAS,NV,89103,Clark,(702) 364-1111,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294010,SPRING MOUNTAIN SAHARA,5460 WEST SAHARA,LAS VEGAS,NV,89146,Clark,(702) 873-2400,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294011,SPRING MOUNTAIN TREATMENT CENTER,7000 WEST SPRING MOUNTAIN ROAD,LAS VEGAS,NV,89117,Clark,(702) 873-2400,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294012,SEVEN HILLS BEHAVIORAL INSTITUTE,3021 W HORIZON RIDGE PKWY,HENDERSON,NV,89052,Clark,(702) 646-5000,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294013,"DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL, LLC",3247 S MARYLAND PARKWAY,LAS VEGAS,NV,89109,Clark,(248) 905-5096,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294014,SANA BEHAVIORAL HEALTH-LAS VEGAS,5975 WEST TWAIN AVENUE,LAS VEGAS,NV,89103,Clark,(801) 559-7764,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
294015,"RENO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",6940 SIERRA CENTER PARKWAY,RENO,NV,89511,Washoe,(248) 905-5091,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
304000,NEW HAMPSHIRE HOSPITAL,36 CLINTON STREET,CONCORD,NH,3301,Merrimack,(603) 271-5300,Psychiatric,Government - State,Yes,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
304001,HAMPSTEAD HOSPITAL,218 EAST ROAD,HAMPSTEAD,NH,3841,Rockingham,(603) 329-5311,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,8096,Gloucester,(856) 845-0100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,6,0,4,2,,8,7,1,6,0,,11,8,1,5,2,,8,8,,14,10,
314001,SUMMIT OAKS HOSPITAL,19 PROSPECT ST,SUMMIT,NJ,7901,Union,(908) 522-7000,Psychiatric,Voluntary non-profit - Other,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314005,ANCORA PSYCH HOSP,ANCORA BRANCH,HAMMONTON,NJ,8037,Atlantic,(609) 561-1700,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314011,UNIVERSITY BEHAVIORAL HEALTH CARE,671 HOES LANE WEST,PISCATAWAY,NJ,8854,Middlesex,(732) 235-5900,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314012,HACKENSACK MERIDIAN HEALTH CARRIER CLINIC,252 ROUTE 601,BELLE MEAD,NJ,8502,Somerset,(908) 281-1000,Psychiatric,Voluntary non-profit - Private,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314013,TRENTON PSYCHIATRIC HOSP,STATION A,TRENTON,NJ,8625,Mercer,(609) 633-1586,Psychiatric,Government - State,Yes,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314016,GREYSTONE PARK PSYCHIATRIC HOSPITAL,59 KOCH AVENUE,GREYSTONE PARK,NJ,7950,Morris,(973) 538-1800,Psychiatric,Government - State,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314018,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,425  WOODBURY TURNERSVILLE ROAD,BLACKWOOD,NJ,8012,Camden,(856) 374-6500,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314019,RAMAPO RIDGE PSYCH HOSP,301 SICOMAC AVE,WYCKOFF,NJ,7481,Bergen,(201) 848-5805,Psychiatric,Voluntary non-profit - Private,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314020,ESSEX COUNTY HOSPITAL CENTER,204 GROVE AVENUE,CEDAR GROVE,NJ,7009,Essex,(973) 571-2801,Psychiatric,Government - Local,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314021,HAMPTON BEHAVIORAL HEALTH CENTER,650 RANCOCAS ROAD,WESTAMPTON,NJ,8060,Burlington,(609) 267-7000,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314022,ST BARNABAS BEHAVIORAL HEALTH CENTER,1691 HIGHWAY 9  -  CN2025,TOMS RIVER,NJ,8755,Ocean,(732) 914-1688,Psychiatric,Voluntary non-profit - Private,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314023,ASPEN HILLS HEALTHCARE CENTER,600 PEMBERTON-BROWNS MILLS ROAD,PEMBERTON,NJ,8068,Burlington,(609) 836-6100,Psychiatric,Proprietary,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314024,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,595 COUNTY AVENUE,SECAUCUS,NJ,7094,Hudson,(201) 369-5252,Psychiatric,Government - Local,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314026,EAST MOUNTAIN HOSPITAL,40 EAST MOUNTAIN ROAD,BELLE MEAD,NJ,8502,Somerset,(908) 281-1500,Psychiatric,Voluntary non-profit - Private,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
314027,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,Union,(908) 771-5857,Psychiatric,Voluntary non-profit - Other,No,,,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
320057,SANTA FE PHS INDIAN HOSPITAL,1700 CERRILLOS ROAD,SANTA FE,NM,87501,Santa Fe,(505) 988-9821,Acute Care Hospitals,Government - Federal,No,,,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,14,Not Available,5.0
320058,MESCALERO PHS INDIAN HOSPITAL,P O BOX 210,MESCALERO,NM,88340,Otero,(505) 464-4441,Acute Care Hospitals,Government - Federal,No,,,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,14,1,
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,87420,San Juan,(505) 368-6001,Acute Care Hospitals,Government - Federal,Yes,,,16.0,7,2,0,2,0,,8,2,0,2,0,,11,3,0,3,0,,8,Not Available,5.0,14,4,
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH B STREET,ZUNI,NM,87327,McKinley,(505) 782-4431,Acute Care Hospitals,Government - Federal,Yes,,,16.0,7,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5.0,14,1,
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,McKinley,(505) 722-1000,Acute Care Hospitals,Government - Federal,Yes,,,16.0,7,2,0,2,0,,8,2,0,2,0,,11,3,0,3,0,,8,8,,14,4,
320062,CROWNPOINT PHS INDIAN HOSPITAL,JUNCTION OF HWY 371,CROWNPOINT,NM,87313,McKinley,(505) 786-5291,Acute Care Hospitals,Government - Federal,Yes,,,16.0,7,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5.0,14,2,
320070,ACOMA-CANONCITO-LAGUNA IHS HOSPITAL,EXIT #102 OFF I-40 1/2 MILE SOUTH,SAN FIDEL,NM,87049,Cibola,(505) 552-5300,Acute Care Hospitals,Government - Federal,Yes,,,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,14,1,
